"height","weight","age","player","link","team","position","league"
189,100,22,"Joey Leilua","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/7/playerid/829/seasonid/41/default.aspx","newcastle","Centre","nrl"
188,96,22,"Joseph Leilua","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/7/playerid/6113/seasonid/41/default.aspx","newcastle","Centre","nrl"
183,98,23,"Siuatonga Likiliki","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/7/playerid/748/seasonid/41/default.aspx","newcastle","Centre","nrl"
186,127,23,"Toka Likiliki","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/7/playerid/6172/seasonid/41/default.aspx","newcastle","null","nrl"
190,106,22,"Rodney Mason","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/7/playerid/1487/seasonid/41/default.aspx","newcastle","null","nrl"
196,115,33,"Willie Mason","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/7/playerid/213/seasonid/41/default.aspx","newcastle","Prop","nrl"
183,98,21,"Chanel Mata'utia","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/7/playerid/1767/seasonid/41/default.aspx","newcastle","null","nrl"
184,105,20,"Pat Mata'utia","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/7/playerid/5518/seasonid/41/default.aspx","newcastle","null","nrl"
180,95,23,"Peter Mata'utia","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/7/playerid/1151/seasonid/41/default.aspx","newcastle","Winger","nrl"
189,103,21,"Alex McKinnon","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/7/playerid/871/seasonid/41/default.aspx","newcastle","Interchange","nrl"
185,93,27,"James McManus","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/7/playerid/583/seasonid/41/default.aspx","newcastle","Winger","nrl"
179,93,26,"Jarrod Mullen","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/7/playerid/248/seasonid/41/default.aspx","newcastle","Five-eighth","nrl"
180,90,24,"Kevin Naiqama","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/7/playerid/843/seasonid/41/default.aspx","newcastle","Winger","nrl"
182,92,30,"Anthony Quinn","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/7/playerid/292/seasonid/41/default.aspx","newcastle","Centre","nrl"
178,96,21,"Tyler Randell","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/7/playerid/1580/seasonid/41/default.aspx","newcastle","null","nrl"
176,92,21,"Chad Redman","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/7/playerid/1801/seasonid/41/default.aspx","newcastle","null","nrl"
177,85,22,"Tyrone Roberts","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/7/playerid/1550/seasonid/41/default.aspx","newcastle","Interchange","nrl"
189,104,23,"Robbie Rochow","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/7/playerid/852/seasonid/41/default.aspx","newcastle","Interchange","nrl"
183,91,20,"Ben Roose","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/7/playerid/5388/seasonid/41/default.aspx","newcastle","null","nrl"
181,85,25,"Nathan Ross","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/7/playerid/6000/seasonid/41/default.aspx","newcastle","null","nrl"
174,84,20,"Tom Rouse","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/7/playerid/2284/seasonid/41/default.aspx","newcastle","null","nrl"
184,98,29,"Beau Scott","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/7/playerid/321/seasonid/41/default.aspx","newcastle","Second Row Forward","nrl"
190,112,22,"Korbin Sims","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/7/playerid/1815/seasonid/41/default.aspx","newcastle","Interchange","nrl"
183,102,33,"Jeremy Smith","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/7/playerid/512/seasonid/41/default.aspx","newcastle","Lock Forward","nrl"
178,85,21,"Will Smith","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/7/playerid/1822/seasonid/41/default.aspx","newcastle","null","nrl"
186,109,27,"Kade Snowden","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/7/playerid/345/seasonid/41/default.aspx","newcastle","Prop","nrl"
185,97,20,"Michael Steele","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/7/playerid/5326/seasonid/41/default.aspx","newcastle","null","nrl"
179,89,24,"Ryan Stig","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/7/playerid/1268/seasonid/41/default.aspx","newcastle","Five-eighth","nrl"
185,98,33,"Timana Tahu","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/7/playerid/361/seasonid/41/default.aspx","newcastle","Centre","nrl"
188,96,19,"Joseph Tapine","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/7/playerid/5651/seasonid/41/default.aspx","newcastle","null","nrl"
189,107,23,"Zane Tetevano","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/7/playerid/1289/seasonid/41/default.aspx","newcastle","Interchange","nrl"
187,96,26,"Akuila Uate","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/7/playerid/706/seasonid/41/default.aspx","newcastle","Winger","nrl"
178,87,24,"Travis Waddell","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/7/playerid/787/seasonid/41/default.aspx","newcastle","Hooker","nrl"
175,98,18,"Liam Anderson","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/8/playerid/5538/seasonid/41/default.aspx","northqueensland","null","nrl"
176,93,18,"Andrew Asi-Hunt","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/8/playerid/5539/seasonid/41/default.aspx","northqueensland","null","nrl"
188,113,18,"Michael Barclay","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/8/playerid/5542/seasonid/41/default.aspx","northqueensland","null","nrl"
187,106,26,"Scott Bolton","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/8/playerid/541/seasonid/41/default.aspx","northqueensland","Interchange","nrl"
190,88,20,"Javid Bowen","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/8/playerid/5416/seasonid/41/default.aspx","northqueensland","null","nrl"
175,85,31,"Matthew Bowen","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/8/playerid/25/seasonid/41/default.aspx","northqueensland","Full Back","nrl"
188,104,18,"Jack Brock","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/8/playerid/5547/seasonid/41/default.aspx","northqueensland","null","nrl"
186,81,18,"Conor Carey","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/8/playerid/5550/seasonid/41/default.aspx","northqueensland","null","nrl"
178,85,19,"Dan Clarke","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/8/playerid/5496/seasonid/41/default.aspx","northqueensland","null","nrl"
193,95,18,"Alex Clark-Kennedy","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/8/playerid/5552/seasonid/41/default.aspx","northqueensland","null","nrl"
197,107,28,"Gavin Cooper","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/8/playerid/449/seasonid/41/default.aspx","northqueensland","Second Row Forward","nrl"
191,101,20,"Hayden Crowley","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/8/playerid/5442/seasonid/41/default.aspx","northqueensland","null","nrl"
180,96,23,"Kalifa Faifai Loa","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/8/playerid/807/seasonid/41/default.aspx","northqueensland","Winger","nrl"
192,102,21,"Kyle Feldt","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/8/playerid/1682/seasonid/41/default.aspx","northqueensland","Winger","nrl"
176,82,20,"Sam Foster","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/8/playerid/2293/seasonid/41/default.aspx","northqueensland","null","nrl"
186,90,29,"Ashley Graham","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/8/playerid/117/seasonid/41/default.aspx","northqueensland","Winger","nrl"
180,79,19,"Alex Grant","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/8/playerid/5575/seasonid/41/default.aspx","northqueensland","null","nrl"
182,89,31,"Clint Greenshields","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/8/playerid/120/seasonid/41/default.aspx","northqueensland","Full Back","nrl"
187,106,20,"Chris Grevsmuhl","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/8/playerid/1701/seasonid/41/default.aspx","northqueensland","null","nrl"
184,95,19,"Mitchell Grimes","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/8/playerid/5577/seasonid/41/default.aspx","northqueensland","null","nrl"
179,93,18,"Reece Grimes","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/8/playerid/5578/seasonid/41/default.aspx","northqueensland","null","nrl"
185,102,32,"Glenn Hall","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/8/playerid/126/seasonid/41/default.aspx","northqueensland","Second Row Forward","nrl"
180,104,19,"Halvor Harris","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/8/playerid/5523/seasonid/41/default.aspx","northqueensland","null","nrl"
194,110,22,"Sam Hoare","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/8/playerid/1446/seasonid/41/default.aspx","northqueensland","null","nrl"
174,88,20,"Jayden Hodges","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/8/playerid/5288/seasonid/41/default.aspx","northqueensland","Interchange","nrl"
186,98,19,"Corey Jensen","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/8/playerid/5470/seasonid/41/default.aspx","northqueensland","null","nrl"
183,92,31,"Dallas Johnson","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/8/playerid/166/seasonid/41/default.aspx","northqueensland","Lock Forward","nrl"
187,106,19,"Thorne Johnson","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/8/playerid/5587/seasonid/41/default.aspx","northqueensland","null","nrl"
189,112,21,"Felise Kaufusi","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/8/playerid/1726/seasonid/41/default.aspx","northqueensland","null","nrl"
186,103,19,"Patrick Kaufusi","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/8/playerid/5294/seasonid/41/default.aspx","northqueensland","null","nrl"
185,92,19,"Jack Kelleher","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/8/playerid/5295/seasonid/41/default.aspx","northqueensland","null","nrl"
187,97,19,"Thomas Ketchell","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/8/playerid/6431/seasonid/41/default.aspx","northqueensland","null","nrl"
183,95,26,"Rory Kostjasyn","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/8/playerid/827/seasonid/41/default.aspx","northqueensland","Interchange","nrl"
175,78,18,"Chris Law","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/8/playerid/5594/seasonid/41/default.aspx","northqueensland","null","nrl"
180,97,23,"Blake Leary","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/8/playerid/1474/seasonid/41/default.aspx","northqueensland","Interchange","nrl"
193,100,24,"Kane Linnett","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/8/playerid/831/seasonid/41/default.aspx","northqueensland","Centre","nrl"
190,103,22,"Ethan Lowe","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/8/playerid/1478/seasonid/41/default.aspx","northqueensland","Interchange","nrl"
180,94,23,"Robert Lui","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/8/playerid/750/seasonid/41/default.aspx","northqueensland","Half Back","nrl"
185,89,22,"Zac Mackay","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/8/playerid/5432/seasonid/41/default.aspx","northqueensland","null","nrl"
190,89,19,"Lenny Magey","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/8/playerid/5602/seasonid/41/default.aspx","northqueensland","null","nrl"
185,103,24,"Tyson Martin","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/8/playerid/1147/seasonid/41/default.aspx","northqueensland","null","nrl"
187,100,18,"Ben Mathiou","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/8/playerid/5608/seasonid/41/default.aspx","northqueensland","null","nrl"
192,125,19,"Tom McLellan","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/8/playerid/5613/seasonid/41/default.aspx","northqueensland","null","nrl"
179,89,24,"Anthony Mitchell","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/8/playerid/840/seasonid/41/default.aspx","northqueensland","Interchange","nrl"
178,97,25,"Scott Moore","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/8/playerid/5534/seasonid/41/default.aspx","northqueensland","Hooker","nrl"
185,97,22,"Michael Morgan","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/8/playerid/841/seasonid/41/default.aspx","northqueensland","Half Back","nrl"
180,92,18,"David Munro","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/8/playerid/5621/seasonid/41/default.aspx","northqueensland","null","nrl"
195,95,19,"Samsen O'Neill","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/8/playerid/5434/seasonid/41/default.aspx","northqueensland","null","nrl"
185,82,18,"Kurt Perry","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/8/playerid/5629/seasonid/41/default.aspx","northqueensland","null","nrl"
176,74,18,"Rainer Power","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/8/playerid/5631/seasonid/41/default.aspx","northqueensland","null","nrl"
181,94,18,"Kieran Quabba","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/8/playerid/5634/seasonid/41/default.aspx","northqueensland","null","nrl"
180,94,28,"Joel Riethmuller","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/8/playerid/2315/seasonid/41/default.aspx","northqueensland","Lock Forward","nrl"
194,102,21,"Curtis Rona","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/8/playerid/1804/seasonid/41/default.aspx","northqueensland","null","nrl"
178,92,19,"Jack Rycen","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/8/playerid/5481/seasonid/41/default.aspx","northqueensland","null","nrl"
175,85,20,"Zac Santo","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/8/playerid/2176/seasonid/41/default.aspx","northqueensland","null","nrl"
192,93,18,"Scott Schulte","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/8/playerid/5643/seasonid/41/default.aspx","northqueensland","null","nrl"
185,106,28,"Matthew Scott","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/8/playerid/323/seasonid/41/default.aspx","northqueensland","Prop","nrl"
194,109,28,"Ashton Sims","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/8/playerid/333/seasonid/41/default.aspx","northqueensland","Interchange","nrl"
191,105,23,"Tariq Sims","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/8/playerid/1256/seasonid/41/default.aspx","northqueensland","Interchange","nrl"
181,81,18,"Aaron Solari","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/8/playerid/5647/seasonid/41/default.aspx","northqueensland","null","nrl"
189,97,20,"Jack Svendsen","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/8/playerid/2345/seasonid/41/default.aspx","northqueensland","null","nrl"
195,114,25,"James Tamou","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/8/playerid/775/seasonid/41/default.aspx","northqueensland","Prop","nrl"
186,93,31,"Brent Tate","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/8/playerid/363/seasonid/41/default.aspx","northqueensland","Centre","nrl"
190,111,20,"Jason Taumalolo","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/8/playerid/858/seasonid/41/default.aspx","northqueensland","Interchange","nrl"
186,108,20,"Damon Tauroa-Rauhihi","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/8/playerid/5331/seasonid/41/default.aspx","northqueensland","null","nrl"
173,80,23,"Ray Thompson","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/8/playerid/778/seasonid/41/default.aspx","northqueensland","Half Back","nrl"
180,100,28,"Ricky Thorby","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/8/playerid/619/seasonid/41/default.aspx","northqueensland","Interchange","nrl"
179,86,30,"Johnathan Thurston","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/8/playerid/371/seasonid/41/default.aspx","northqueensland","Five-eighth","nrl"
183,88,21,"Wayne Ulugia","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/8/playerid/1601/seasonid/41/default.aspx","northqueensland","Winger","nrl"
180,95,19,"PJ Webb","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/8/playerid/5661/seasonid/41/default.aspx","northqueensland","null","nrl"
185,89,20,"Jorden White","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/8/playerid/5663/seasonid/41/default.aspx","northqueensland","null","nrl"
181,95,19,"Brady Williams","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/8/playerid/5486/seasonid/41/default.aspx","northqueensland","null","nrl"
185,98,25,"Antonio Winterstein","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/8/playerid/794/seasonid/41/default.aspx","northqueensland","Winger","nrl"
197,110,19,"Sean Young","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/8/playerid/5666/seasonid/41/default.aspx","northqueensland","null","nrl"
194,109,24,"Mitchell Allgood","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/9/playerid/867/seasonid/41/default.aspx","parramatta","Prop","nrl"
190,108,20,"Daniel Alvaro","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/9/playerid/2114/seasonid/41/default.aspx","parramatta","null","nrl"
194,102,21,"Cheyse Blair","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/9/playerid/1364/seasonid/41/default.aspx","parramatta","Winger","nrl"
190,83,20,"Mitchell Brasington","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/9/playerid/5211/seasonid/41/default.aspx","parramatta","null","nrl"
192,104,20,"William Bugden","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/9/playerid/5213/seasonid/41/default.aspx","parramatta","null","nrl"
183,101,20,"Diamond Charlie","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/9/playerid/5419/seasonid/41/default.aspx","parramatta","null","nrl"
179,86,19,"Mark Daoud","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/9/playerid/5557/seasonid/41/default.aspx","parramatta","null","nrl"
172,83,18,"Zach Dockar-Clay","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/9/playerid/5462/seasonid/41/default.aspx","parramatta","null","nrl"
192,106,21,"Matthew Eisenhuth","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/9/playerid/1669/seasonid/41/default.aspx","parramatta","null","nrl"
190,99,19,"John Folau","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/9/playerid/5421/seasonid/41/default.aspx","parramatta","null","nrl"
175,80,20,"Sam Gorman","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/9/playerid/5574/seasonid/41/default.aspx","parramatta","null","nrl"
190,98,19,"Jordan Grant","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/9/playerid/5576/seasonid/41/default.aspx","parramatta","null","nrl"
183,100,25,"Daniel Harrison","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/9/playerid/1075/seasonid/41/default.aspx","parramatta","Second Row Forward","nrl"
189,100,25,"Jarryd Hayne","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/9/playerid/468/seasonid/41/default.aspx","parramatta","Full Back","nrl"
184,93,20,"Sean Jackson","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/9/playerid/5223/seasonid/41/default.aspx","parramatta","null","nrl"
195,96,19,"Tui Kamikamica","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/9/playerid/5589/seasonid/41/default.aspx","parramatta","null","nrl"
178,87,27,"Matthew Keating","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/9/playerid/665/seasonid/41/default.aspx","parramatta","Hooker","nrl"
180,88,24,"Luke Kelly","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/9/playerid/743/seasonid/41/default.aspx","parramatta","Five-eighth","nrl"
185,99,19,"Michael Ki","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/9/playerid/5590/seasonid/41/default.aspx","parramatta","null","nrl"
186,110,24,"Taniela Lasalo","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/9/playerid/745/seasonid/41/default.aspx","parramatta","Second Row Forward","nrl"
188,98,19,"Jordan Latham","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/9/playerid/5503/seasonid/41/default.aspx","parramatta","null","nrl"
180,107,19,"Kalausa Leha","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/9/playerid/5596/seasonid/41/default.aspx","parramatta","null","nrl"
192,103,21,"Jacob Loko","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/9/playerid/1754/seasonid/41/default.aspx","parramatta","Centre","nrl"
192,111,24,"Darcy Lussick","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/9/playerid/1139/seasonid/41/default.aspx","parramatta","Interchange","nrl"
181,100,26,"Lorenzo Ma'afu","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/9/playerid/671/seasonid/41/default.aspx","parramatta","Interchange","nrl"
183,98,31,"Reni Maitua","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/9/playerid/203/seasonid/41/default.aspx","parramatta","Second Row Forward","nrl"
173,82,20,"Corey Makelim","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/9/playerid/5433/seasonid/41/default.aspx","parramatta","null","nrl"
184,109,25,"Tim Mannah","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/9/playerid/754/seasonid/41/default.aspx","parramatta","Prop","nrl"
192,91,19,"Sam Manuleleua","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/9/playerid/5607/seasonid/41/default.aspx","parramatta","null","nrl"
185,103,19,"Frazer Masinamua","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/9/playerid/5304/seasonid/41/default.aspx","parramatta","null","nrl"
190,95,19,"Ryan Matterson","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/9/playerid/5499/seasonid/41/default.aspx","parramatta","null","nrl"
189,101,19,"Fred Junior Mauala","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/9/playerid/5609/seasonid/41/default.aspx","parramatta","null","nrl"
180,95,19,"Chad McGill","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/9/playerid/5489/seasonid/41/default.aspx","parramatta","null","nrl"
182,109,20,"Takai Moeakiola","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/9/playerid/5309/seasonid/41/default.aspx","parramatta","null","nrl"
188,101,18,"Tepai Moeroa","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/9/playerid/5615/seasonid/41/default.aspx","parramatta","null","nrl"
183,105,34,"Fuifui Moimoi","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/9/playerid/238/seasonid/41/default.aspx","parramatta","Interchange","nrl"
185,93,23,"Ryan Morgan","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/9/playerid/1506/seasonid/41/default.aspx","parramatta","Centre","nrl"
188,100,19,"Isaiah Mosese","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/9/playerid/5620/seasonid/41/default.aspx","parramatta","null","nrl"
173,85,23,"Jake Mullaney","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/9/playerid/1509/seasonid/41/default.aspx","parramatta","Full Back","nrl"
195,102,22,"Patrick O'Hanlon","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/9/playerid/1523/seasonid/41/default.aspx","parramatta","Interchange","nrl"
188,105,19,"Pauli Pauli","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/9/playerid/5315/seasonid/41/default.aspx","parramatta","null","nrl"
188,103,26,"Joseph Paulo","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/9/playerid/682/seasonid/41/default.aspx","parramatta","Interchange","nrl"
187,110,20,"Junior Paulo","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/9/playerid/5233/seasonid/41/default.aspx","parramatta","Interchange","nrl"
189,104,25,"Daniel Penese","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/9/playerid/683/seasonid/41/default.aspx","parramatta","null","nrl"
170,79,19,"Kaysa Pritchard","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/9/playerid/5317/seasonid/41/default.aspx","parramatta","Interchange","nrl"
187,92,19,"Marlon Purcell","http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/9/playerid/5633/seasonid/41/default.aspx","parramatta","null","nrl"
